OBJECTID,NB_CODE,LEGEND_DESCRIPTION_1,LEGEND_DESCRIPTION_2,LEXICON_ID,LEXICON_LINK,TECT_BELT,TECT_BELT_CODE,SUPERGROUP,GROUP_SUITE,GROUP_SUITE_CODE,FORMATION_INTRUSION,FORMATION_INTRUSION_CODE,MEMBER_PHASE,MEMBER_CODE,LITHOTYPE,LITHOTYPE_CODE,AGE_FROM_LONG,AGE_FROM_SYMBOL,AGE_FROM_CODE,AGE_TO_LONG,AGE_TO_SYMBOL,AGE_TO_CODE,UNIT_LABEL_SYMBOLIZED,UNIT_LABEL_COMMON,GROUP_LABEL_SYMBOLIZED,GROUP_LABEL_COMMON,AGE_CODE
1495,SJ-cc,Maroon conglomerate.,,369,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=369,Saint John,Sjn,none,Saint John Group,SJ,none,,none,,coarse-grained clastic sedimentary rocks,cc,Early Cambrian,E£,E-Cm,Early Ordovician,Eµ,E-Od,£SJcc,Cm-SJ-cc,£µSJ,CmOd-SJ,
1496,SJ-mc,"Light grey, muscovite-rich, feldspathic quartz arenite and green and grey, laminated siliciclastic mudstone.",,369,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=369,Saint John,Sjn,none,Saint John Group,SJ,none,,none,,medium-grained clastic sedimentary rocks,mc,Early Cambrian,E£,E-Cm,Early Ordovician,Eµ,E-Od,£SJmc,Cm-SJ-mc,£µSJ,CmOd-SJ,
1497,SLS-c,"Brownish red to greyish red, and lesser grey-green, siltstone, mudstone and very fine-grained sandstone with abundant mottled paleosol horizons, medium-grained to pebbly sandstone, intraformational mud-clast conglomerate and polymictic conglomerate; ","minor thin coal seams; grey, medium-grained to pebbly, mature quartz-rich sandstone with very abundant coalified plants locally occurs at the base.",371,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=371,Maritimes Basin,Mar,none,Pictou Group,PT,Salisbury Formation,SLS,none,,clastic sedimentary rocks,c,Pennsylvanian - Carboniferous,º¤,Pn-Cb,Pennsylvanian - Carboniferous,º¤,Pn-Cb,º¤SLSc,Pn-Cb-SLS-c,º¤PT,Pn-Cb-PT,
1498,SDB-mc,"Light green to greyish green, thin- to medium-bedded, fine-grained, feldspathic wacke interstratified with greyish maroon, laminated silty mudstone.",,372,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=372,Flume-Digdeguash,Flu,none,Kingsclear Group,KC,Sand Brook Formation,SDB,none,,medium-grained clastic sedimentary rocks,mc,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂSDBmc,Sl-SDB-mc,ÂKC,Sl-KC,
1499,SDP-fi,"Pink to grey, fine- to medium-grained, locally porphyritic, granophyric granite and albitized granite; minor grey to black, medium- to coarse-grained monzodiorite and diorite; locally abundant amphibolitic dykes.",,373,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=373,Kingston,Ktn,none,none,,Sand Point Granite,SDP,none,,felsic intrusive rocks,fi,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂSDPfi,Sl-SDP-fi,ÂSDP,Sl-SDP,
1500,SCD-mc,"Reddish brown siltstone and fine-grained sandstone, commonly with calcrete.",,374,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=374,Maritimes Basin,Mar,none,Mabou Group,MB,Scoodic Brook Formation,SCD,none,,medium-grained clastic sedimentary rocks,mc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤SCDmc,Ms-Cb-SCD-mc,²¤MB,Ms-Cb-MB,
1501,SCT-fc,"Dark grey slate, and grey, fine-grained sandstone, and minor light grey, crystalline limestone.",,376,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=376,Miramichi South,Mms,none,Perham Group,PH,Scott Siding Formation,SCT,none,,fine-grained clastic sedimentary rocks,fc,Silurian,Â,Sl,Silurian,Â,Sl,ÂSCTfc,Sl-SCT-fc,ÂPH,Sl-PH,
1502,SCT-mv,"Dark green, plagioclase-phyric, amygdaloidal mafic volcanic flows",,376,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=376,Miramichi South,Mms,none,Perham Group,PH,Scott Siding Formation,SCT,none,,mafic flows,mv,Silurian,Â,Sl,Silurian,Â,Sl,ÂSCTmv,Sl-SCT-mv,ÂPH,Sl-PH,
1503,SCL-cc,"Grey, cobble to boulder, sharpstone conglomerate.",,377,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=377,Late Devonian-Early Carboniferous Volcanic Rocks,Dcv,none,Piskahegan Group,PS,Scoullar Mountain Formation,SCL,none,,coarse-grained clastic sedimentary rocks,cc,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SCLcc,Dv-SCL-cc,¨PS,Dv-PS,
1504,SCL-ft,"Felsic pyroclastic rocks, mainly crystal tuff.",,377,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=377,Late Devonian-Early Carboniferous Volcanic Rocks,Dcv,none,Piskahegan Group,PS,Scoullar Mountain Formation,SCL,none,,felsic tuff,ft,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SCLft,Dv-SCL-ft,¨PS,Dv-PS,
1505,SYB-c,"Red and grey, micaceous siltstone, quartzite-pebble conglomerate, red tuffaceous siltstone; locally shale and quartz sandstone.",,378,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=378,Caledonia,Cal,none,Coldbrook Group,CB,Seely Beach Formation,SYB,none,,clastic sedimentary rocks,c,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªSYBc,Ed-SYB-c,ª£CB,EdCm-CB,
1506,SLY-ft,"Grey to green, rhyolitic lithic tuff; red to brown, rhyolitic crystal tuff.",,379,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=379,Late Devonian-Early Carboniferous Volcanic Rocks,Dcv,none,Piskahegan Group,PS,Seelys Formation,SLY,none,,felsic tuff,ft,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SLYft,Dv-SLY-ft,¨PS,Dv-PS,
1507,SPT-fi,"Dark pink to red to beige, fine- to coarse-grained, weakly to strongly foliated, equigranular to locally feldspar-phyric, biotite-muscovite granite.",,380,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=380,Miramichi South,Mms,none,none,,Serpentine River Granite,SPT,none,,felsic intrusive rocks,fi,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µSPTfi,Od-SPT-fi,µSPT,Od-SPT,
1508,SM-mm,Mylonitic granitoid rocks.,,2043,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2043,New River,New,none,Seven Mile Lake Metamorphic Suite,SM,none,,none,,metamorphic / protolith uncertain,mm,Late Ediacaran,Lª,L-Ed,Early Silurian,EÂ,E-Sl,ªSMmm,Ed-SM-mm,ªÂSM,EdSl-SM,
1509,SVG-c,Dark grey shale and siltstone.,,381,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=381,Miramichi South,Mms,Bathurst Supergroup,Sheephouse Brook Group,SB,Sevogle River Formation,SVG,none,,clastic sedimentary rocks,c,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µSVGc,Od-SVG-c,µSB,Od-SB,
1510,SVG-fv,"Light green to greyish pink, strongly foliated to massive, alkali-feldspar-phyric rhyolite.",,381,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=381,Miramichi South,Mms,Bathurst Supergroup,Sheephouse Brook Group,SB,Sevogle River Formation,SVG,none,,felsic flows,fv,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µSVGfv,Od-SVG-fv,µSB,Od-SB,
1511,SHD-ii,"Grey, medium-to coarse-grained granodiorite to tonalite with numerous dioritic to tonalitic enclaves.",,382,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=382,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,Shadow Lake Granodiorite,SHD,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªSHDii,Ed-SHD-ii,ª£GG,EdCm-GG,
1512,SHP-mc,"Grey and red-brown, very fine- to medium-grained,  cross-bedded and parallel- and ripple-laminated, quartzose arenite; red and lesser grey siltstone and mudstone; ","grey and red, intraformational mudstone-clast and limestone-clast pebbly sandstone and conglomerate; minor pink, medium- to coarse-grained, cross-bedded quartzose arenite and quartz-pebble arenite; plant remains are common.",384,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=384,Maritimes Basin,Mar,none,Mabou Group,MB,Shepody Formation,SHP,none,,medium-grained clastic sedimentary rocks,mc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤SHPmc,Ms-Cb-SHP-mc,²¤MB,Ms-Cb-MB,
1513,SHN-mv,"Dark grey, columnar jointed, plagioclase and olivine porphyry basalt; minor dark grey, massive basalt; minor reddish-brown,  polymictic pebble conglomerate at base of unit.",,385,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=385,Maritimes Basin,Mar,none,Mabou Group,MB,Shin Formation,SHN,none,,mafic flows,mv,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤SHNmv,Ms-Cb-SHN-mv,²¤MB,Ms-Cb-MB,
1514,SHN-QT,"Massive to slightly vesicular mafic flows; green, slightly porphyritic, trachyandesitic flows; highly vesicular, phreatomagmatic mafic breccias containing carbonate-filled cavities near the base of the unit.",,385,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=385,Maritimes Basin,Mar,none,Mabou Group,MB,Shin Formation,SHN,Queenstown Member,QT,none,,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤SHN-QT,Ms-Cb-SHN-QT,²¤MB,Ms-Cb-MB,
1515,Sdi-SlDv-fi,Granite and microgranite.,,,,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,none,,none,,felsic intrusive rocks,fi,Silurian,Â,Sl,Devonian,¨,Dv,Â¨fi,SlDv-fi,Â¨fi,SlDv-fi,
1516,Tob-SlDv-fi,"Red to pink to grey, fine-grained, quarz-feldspar- and feldspar-phyric felsic intrusive rock.",,,,Tobique-Chaleur,Tob,none,none,,none,,none,,felsic intrusive rocks,fi,Silurian,Â,Sl,Devonian,¨,Dv,Â¨fi,SlDv-fi,Â¨fi,SlDv-fi,
1517,Sdi-SlDv-ii,Hybrid gabbro intrusion.,,,,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,none,,none,,intermediate intrusive rocks,ii,Silurian,Â,Sl,Devonian,¨,Dv,Â¨ii,SlDv-ii,Â¨ii,SlDv-ii,
1518,Sdi-SlDv-mi,"Dark green to grey, medium- to coarse-grained mafic intrusive rock.",,,,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,none,,none,,mafic intrusive rocks,mi,Silurian,Â,Sl,Devonian,¨,Dv,Â¨mi,SlDv-mi,Â¨mi,SlDv-mi,
1519,Tob-SlDv-mi,"Grey to green, medium-grained mafic intrusive rock.",,,,Tobique-Chaleur,Tob,none,none,,none,,none,,mafic intrusive rocks ,mi,Silurian,Â,Sl,Devonian,¨,Dv,Â¨mi,SlDv-mi,Â¨mi,SlDv-mi,
1520,SFL-fc,"Dark grey to black shale with rare, thin quartz arenite beds and calcareous interbeds, and nodules.",,387,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=387,Saint John,Sjn,none,Saint John Group,SJ,Silver Falls Formation,SFL,none,,fine-grained clastic sedimentary rocks,fc,Late Cambrian,L£,L-Cm,Late Cambrian,L£,L-Cm,£SFLfc,Cm-SFL-fc,£µSJ,CmOd-SJ,
1521,SLV-fv,"Pink to red to grey, commonly flow-banded and locally pyritiferous rhyolite and densely welded rhyolitic tuff; lithophysae and spherulites are common.",,388,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=388,Caledonia,Cal,none,Coldbrook Group,CB,Silver Hill Formation,SLV,none,,felsic flows,fv,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªSLVfv,Ed-SLV-fv,ª£CB,EdCm-CB,
1522,SPF-c,"Greyish brown, massive to parallel- or cross-laminated, fine-grained quartzose sandstone. ",,389,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=389,Tobique-Chaleur,Tob,none,Petit Rocher Group,PR,Simpsons Field Formation,SPF,none,,clastic sedimentary rocks,c,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂSPFc,Sl-SPF-c,ÂPR,Sl-PR,
1523,SPF-cc,"Red to greenish-grey, thin to thick-bedded, polymictic conglomerate; minor medium- to coarse-grained lithic and arkosic sandstone.",,389,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=389,Tobique-Chaleur,Tob,none,Petit Rocher Group,PR,Simpsons Field Formation,SPF,none,,coarse-grained clastic sedimentary rocks,cc,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂSPFcc,Sl-SPF-cc,ÂPR,Sl-PR,
1524,SPF-fc,Red to grey siltstone and shale.,,389,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=389,Tobique-Chaleur,Tob,none,Petit Rocher Group,PR,Simpsons Field Formation,SPF,none,,fine-grained clastic sedimentary rocks,fc,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂSPFfc,Sl-SPF-fc,ÂPR,Sl-PR,
1525,SPF-mc,"Greyish green to maroon, thin to thick-bedded, varibly calcareous siltstone and fine-grained lithic sandstone; minor siltstone and crystalline limestone.",,389,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=389,Tobique-Chaleur,Tob,none,Petit Rocher Group,PR,Simpsons Field Formation,SPF,none,,medium-grained clastic sedimentary rocks,mc,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂSPFmc,Sl-SPF-mc,ÂPR,Sl-PR,
1526,SPI-fv,"White to reddish-white, thick- to very thick-bedded felsic lithic tuff, felsic lithic and accretionary lapilli tuff and felsic tuff breccia; maroon and green tuffaceous rocks. ",,390,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=390,New River,New,none,Belleisle Bay Group,BB,Simpsons Island Formation,SPI,none,,felsic flows,fv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªSPIfv,Ed-SPI-fv,ª£BB,EdCm-BB,
1527,SPI-iv,"Reddish orange, amygdaloidal, sparsely feldspar-phyric dacite with sporadic mafic xenoliths; minor light purple, siliceous fine-grained sandstone.",,390,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=390,New River,New,none,Belleisle Bay Group,BB,Simpsons Island Formation,SPI,none,,intermediate flows,iv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªSPIiv,Ed-SPI-iv,ª£BB,EdCm-BB,
1528,SPI-mv,"Greyish green hematized, variably porphyritic and vesicular basalt flows. ",,390,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=390,New River,New,none,Belleisle Bay Group,BB,Simpsons Island Formation,SPI,none,,mafic flows,mv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªSPImv,Ed-SPI-mv,ª£BB,EdCm-BB,
1529,SST-fia,"Pink to red, coarse-grained, equigranular to porphyritic, biotite granite.",,391,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=391,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Sisters Brook Granite,SST,a,,felsic intrusive rocks,fi,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SSTfia,Dv-SST-fia,¨SST,Dv-SST,
1530,SST-fib,"Pink to red, fine- to medium-grained, equigranular, biotite granite.",,391,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=391,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Sisters Brook Granite,SST,b,,felsic intrusive rocks,fi,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SSTfib,Dv-SST-fib,¨SST,Dv-SST,
1531,SKF-fia,"Grey, coarse-grained porphyritic muscovite-biotite granite.",,392,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=392,Late Silurian-Late Devonian Intrusions,Sdi,none,Pokiok Plutonic Suite,PK,Skiff Lake Granite,SKF,a,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨SKFfia,Dv-SKF-fia,¨PK,Dv-PK,
1532,SKF-fib,"Pink, fine- to coarse-grained, equigranular to seriate, biotite granite.",,392,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=392,Late Silurian-Late Devonian Intrusions,Sdi,none,Pokiok Plutonic Suite,PK,Skiff Lake Granite,SKF,b,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨SKFfib,Dv-SKF-fib,¨PK,Dv-PK,
1533,SKF-iia,"Grey, medium- to coarse-grained, equigranular to seriate, biotite granodiorite.",,392,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=392,Late Silurian-Late Devonian Intrusions,Sdi,none,Pokiok Plutonic Suite,PK,Skiff Lake Granite,SKF,a,,intermediate intrusive rocks,ii,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨SKFiia,Dv-SKF-iia,¨PK,Dv-PK,
1534,SKF-iib,"Grey, fine- to medium-grained, porphyritic biotite granodiorite; locally muscovite-bearing.",,392,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=392,Late Silurian-Late Devonian Intrusions,Sdi,none,Pokiok Plutonic Suite,PK,Skiff Lake Granite,SKF,b,,intermediate intrusive rocks,ii,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨SKFiib,Dv-SKF-iib,¨PK,Dv-PK,
1535,SLC-c,Dark grey to black graphitic or manganiferous shale and chert.,,393,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=393,Miramichi South,Mms,Bathurst Supergroup,Sheephouse Brook Group,SB,Slacks Lake Formation,SLC,none,,clastic sedimentary rocks,c,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µSLCc,Od-SLC-c,µSB,Od-SB,
1536,SLC-fv,"Greyish brown to reddish maroon, aphyric felsic subvolcanic rocks.",,393,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=393,Miramichi South,Mms,Bathurst Supergroup,Sheephouse Brook Group,SB,Slacks Lake Formation,SLC,none,,felsic flows,fv,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µSLCfv,Od-SLC-fv,µSB,Od-SB,
1537,SLC-mv,"Dark green, locally magnetic, typically schistose basalt.",,393,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=393,Miramichi South,Mms,Bathurst Supergroup,Sheephouse Brook Group,SB,Slacks Lake Formation,SLC,none,,mafic flows,mv,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µSLCmv,Od-SLC-mv,µSB,Od-SB,
1538,SLC-mn,"Green to red, ferromanganiferous shale or chert.",,393,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=393,Miramichi South,Mms,Bathurst Supergroup,Sheephouse Brook Group,SB,Slacks Lake Formation,SLC,none,,red manganiferous shale,mn,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µSLCmn,Od-SLC-mn,µSB,Od-SB,
1539,SMY-fc,"Dark grey, noncalcareous slate with minor red and green slate (and associated ferromanganiferous siltstone); dark grey, slightly calcareous shale interbedded with medium grey, calcareous siltstone, calcareous sandstone, conglomerate, and minor limestone. ",,394,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=394,Kedgwick,Ked,none,Perham Group,PH,Smyrna Mills Formation,SMY,none,,fine-grained clastic sedimentary rocks,fc,Early Silurian,EÂ,E-Sl,Late Silurian,LÂ,L-Sl,ÂSMYfc,Sl-SMY-fc,ÂPH,Sl-PH,
1540,SMY-mv,"Greyish green, mafic volcanic flows, vessicular basalt and tuff.",,394,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=394,Kedgwick,Ked,none,Perham Group,PH,Smyrna Mills Formation,SMY,none,,mafic flows,mv,Early Silurian,EÂ,E-Sl,Late Silurian,LÂ,L-Sl,ÂSMYmv,Sl-SMY-mv,ÂPH,Sl-PH,
1541,SDM-mc,"Light grey, thick-bedded orthoquartzite, feldspathic quartz arenite and quartzite pebble-rich pebby sandstone.",,2003,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2003,New River,New,none,Almond Road Group,AR,Snider Mountain Formation,SDM,none,,medium-grained clastic sedimentary rocks,mc,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£SDMmc,Cm-SDM-mc,£µAR,CmOd-AR,
1542,SRR-fi,"Light pink, fine- to medium-grained, porphyritic granite with phenocrysts of quartz, alkali feldspar, plagioclase, and biotite.",,396,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=396,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Sorrel Ridge Granite,SRR,none,,felsic intrusive rocks,fi,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SRRfi,Dv-SRR-fi,Â¨SG,SlDv-SG,
1543,SNM-fi,"Pink, medium- to coarse-grained, equigranular to porphyritic, alkali feldspar-phyric biotite granite.",,397,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=397,Miramichi North,Mmn,none,none,,South Branch Northwest Miramichi Granite,SNM,none,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨SNMfi,Dv-SNM-fi,¨SNM,Dv-SNM,
1544,SCH-c,"Grey to greenish grey, medium- to thick-bedded micaceous sandstone and lithic wacke.",,398,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=398,Tobique-Chaleur,Tob,none,Dickie Cove Group,DC,South Charlo Formation,SCH,none,,clastic sedimentary rocks,c,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂSCHc,Sl-SCH-c,ÂDC,Sl-DC,
1545,SCH-cc,"Reddish brown to dark grey polymictic pebble-cobble conglomerate; minor sandstone and siltstone.",,398,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=398,Tobique-Chaleur,Tob,none,Dickie Cove Group,DC,South Charlo Formation,SCH,none,,coarse-grained clastic sedimentary rocks,cc,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂSCHcc,Sl-SCH-cc,ÂDC,Sl-DC,
1546,SLR-fi,"Pink and light grey, medium- to coarse-grained, equigranular to subporphyritic, foliated biotite-muscovite granite.",,399,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=399,Miramichi North,Mmn,none,none,,South Little River Lake Granite,SLR,none,,felsic intrusive rocks,fi,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µSLRfi,Od-SLR-fi,µSLR,Od-SLR,
1547,SOR-iv,"Greenish grey to black, amygdaloidal andesite.",,401,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=401,Late Devonian-Early Carboniferous Volcanic Rocks,Dcv,none,Piskahegan Group,PS,South Oromocto Andesite,SOR,none,,intermediate flows,iv,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨SORiv,Dv-SOR-iv,¨PS,Dv-PS,
1548,SRN-fi,"Pink to red, medium- to coarse-grained, equigranular to megacrystic, foliated biotite-muscovite granite.",,402,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=402,Miramichi South,Mms,none,none,,South Renous Granite,SRN,none,,felsic intrusive rocks,fi,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µSRNfi,Od-SRN-fi,µSRN,Od-SRN,
1549,SUR-mi,"Greenish grey, coarse- to very coarse-grained, foliated gabbro.",,403,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=403,Miramichi North,Mmn,none,none,,Southeast Upsalquitch River Gabbro,SUR,none,,mafic intrusive rocks,mi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªSURmi,Ed-SUR-mi,ªSUR,Ed-SUR,
